show,season,number,name,air_date,watched
1899,1,1,The Ship,11/17/2022,TRUE
1899,1,2,The Boy,11/17/2022,TRUE
1899,1,3,The Fog,11/17/2022,TRUE
1899,1,4,The Fight,11/17/2022,TRUE
1899,1,5,The Calling,11/17/2022,TRUE
1899,1,6,The Pyramid,11/17/2022,TRUE
1899,1,7,The Storm,11/17/2022,TRUE
1899,1,8,The Key,11/17/2022,TRUE
24,1,1,12:00 A.M. - 1:00 A.M.,11/6/2001,TRUE
24,1,2,1:00 A.M. - 2:00 A.M.,11/13/2001,TRUE
24,1,3,2:00 A.M. - 3:00 A.M.,11/20/2001,TRUE
24,1,4,3:00 A.M. - 4:00 A.M.,11/27/2001,TRUE
24,1,5,4:00 A.M. - 5:00 A.M.,12/11/2001,TRUE
24,1,6,5:00 A.M. - 6:00 A.M.,12/18/2001,TRUE
24,1,7,6:00 A.M. - 7:00 A.M.,1/8/2002,TRUE
24,1,8,7:00 A.M. - 8:00 A.M.,1/15/2002,TRUE
24,1,9,8:00 A.M. - 9:00 A.M.,1/22/2002,TRUE
24,1,10,9:00 A.M. - 10:00 A.M.,2/5/2002,TRUE
24,1,11,10:00 A.M. - 11:00 A.M.,2/12/2002,TRUE
24,1,12,11:00 A.M. - 12:00 P.M.,2/19/2002,TRUE
24,1,13,12:00 P.M. - 1:00 P.M.,2/26/2002,TRUE
24,1,14,1:00 P.M. - 2:00 P.M.,3/5/2002,TRUE
24,1,15,2:00 P.M. - 3:00 P.M.,3/12/2002,TRUE
24,1,16,3:00 P.M. - 4:00 P.M.,3/19/2002,TRUE
24,1,17,4:00 P.M. - 5:00 P.M.,3/26/2002,TRUE
24,1,18,5:00 P.M. - 6:00 P.M.,4/2/2002,TRUE
24,1,19,6:00 P.M. - 7:00 P.M.,4/9/2002,TRUE
24,1,20,7:00 P.M. - 8:00 P.M.,4/16/2002,TRUE
24,1,21,8:00 P.M. - 9:00 P.M.,4/23/2002,TRUE
24,1,22,9:00 P.M. - 10:00 P.M.,5/7/2002,TRUE
24,1,23,10:00 P.M. - 11:00 P.M.,5/14/2002,TRUE
24,1,24,11:00 P.M. - 12:00 A.M.,5/21/2002,TRUE
24,2,1,Day 2: 8:00 A.M. - 9:00 A.M.,10/29/2002,TRUE
24,2,2,Day 2: 9:00 A.M. - 10:00 A.M.,11/5/2002,TRUE
24,2,3,Day 2: 10:00 A.M. - 11:00 A.M.,11/12/2002,TRUE
24,2,4,Day 2: 11:00 A.M. - 12:00 P.M.,11/19/2002,TRUE
24,2,5,Day 2: 12:00 P.M. - 1:00 P.M.,11/26/2002,TRUE
24,2,6,Day 2: 1:00 P.M. - 2:00 P.M.,12/3/2002,TRUE
24,2,7,Day 2: 2:00 P.M. - 3:00 P.M.,12/10/2002,TRUE
24,2,8,Day 2: 3:00 P.M. - 4:00 P.M.,12/17/2002,TRUE
24,2,9,Day 2: 4:00 P.M. - 5:00 P.M.,1/7/2003,TRUE
24,2,10,Day 2: 5:00 P.M. - 6:00 P.M.,1/14/2003,TRUE
24,2,11,Day 2: 6:00 P.M. - 7:00 P.M.,2/4/2003,TRUE
24,2,12,Day 2: 7:00 P.M. - 8:00 P.M.,2/11/2003,TRUE
24,2,13,Day 2: 8:00 P.M. - 9:00 P.M.,2/18/2003,TRUE
24,2,14,Day 2: 9:00 P.M. - 10:00 P.M.,2/25/2003,TRUE
24,2,15,Day 2: 10:00 P.M. - 11:00 P.M.,3/4/2003,TRUE
24,2,16,Day 2: 11:00 P.M. - 12:00 A.M.,3/25/2003,TRUE
24,2,17,Day 2: 12:00 A.M. - 1:00 A.M.,4/1/2003,TRUE
24,2,18,Day 2: 1:00 A.M. - 2:00 A.M.,4/8/2003,TRUE
24,2,19,Day 2: 2:00 A.M. - 3:00 A.M.,4/15/2003,TRUE
24,2,20,Day 2: 3:00 A.M. - 4:00 A.M.,4/22/2003,TRUE
24,2,21,Day 2: 4:00 A.M. - 5:00 A.M.,4/29/2003,TRUE
24,2,22,Day 2: 5:00 A.M. - 6:00 A.M.,5/6/2003,TRUE
24,2,23,Day 2: 6:00 A.M. - 7:00 A.M.,5/13/2003,TRUE
24,2,24,Day 2: 7:00 A.M. - 8:00 A.M.,5/20/2003,TRUE
24,3,1,Day 3: 1:00 P.M. - 2:00 P.M.,10/28/2003,TRUE
24,3,2,Day 3: 2:00 P.M. - 3:00 P.M.,11/4/2003,TRUE
24,3,3,Day 3: 3:00 P.M. - 4:00 P.M.,11/11/2003,TRUE
24,3,4,Day 3: 4:00 P.M. - 5:00 P.M.,11/18/2003,TRUE
24,3,5,Day 3: 5:00 P.M. - 6:00 P.M.,11/25/2003,TRUE
24,3,6,Day 3: 6:00 P.M. - 7:00 P.M.,12/2/2003,TRUE
24,3,7,Day 3: 7:00 P.M. - 8:00 P.M.,12/9/2003,TRUE
24,3,8,Day 3: 8:00 P.M. - 9:00 P.M.,12/16/2003,TRUE
24,3,9,Day 3: 9:00 P.M. - 10:00 P.M.,1/6/2004,TRUE
24,3,10,Day 3: 10:00 P.M. - 11:00 P.M.,1/13/2004,TRUE
24,3,11,Day 3: 11:00 P.M. - 12:00 A.M.,1/27/2004,TRUE
24,3,12,Day 3: 12:00 A.M. - 1:00 A.M.,2/3/2004,TRUE
24,3,13,Day 3: 1:00 A.M. - 2:00 A.M.,2/10/2004,TRUE
24,3,14,Day 3: 2:00 A.M. - 3:00 A.M.,2/17/2004,TRUE
24,3,15,Day 3: 3:00 A.M. - 4:00 A.M.,2/24/2004,TRUE
24,3,16,Day 3: 4:00 A.M. - 5:00 A.M.,3/30/2004,TRUE
24,3,17,Day 3: 5:00 A.M. - 6:00 A.M.,4/6/2004,TRUE
24,3,18,Day 3: 6:00 A.M. - 7:00 A.M.,4/18/2004,TRUE
24,3,19,Day 3: 7:00 A.M. - 8:00 A.M.,4/20/2004,TRUE
24,3,20,Day 3: 8:00 A.M. - 9:00 A.M.,4/27/2004,TRUE
24,3,21,Day 3: 9:00 A.M. - 10:00 A.M.,5/4/2004,TRUE
24,3,22,Day 3: 10:00 A.M. - 11:00 A.M.,5/11/2004,TRUE
24,3,23,Day 3: 11:00 A.M. - 12:00 P.M.,5/18/2004,TRUE
24,3,24,Day 3: 12:00 P.M. - 1:00 P.M.,5/25/2004,TRUE
24,4,1,Day 4: 7:00 A.M. - 8:00 A.M.,1/9/2005,TRUE
24,4,2,Day 4: 8:00 A.M. - 9:00 A.M.,1/9/2005,TRUE
24,4,3,Day 4: 9:00 A.M. - 10:00 A.M.,1/10/2005,TRUE
24,4,4,Day 4: 10:00 A.M. - 11:00 A.M.,1/10/2005,TRUE
24,4,5,Day 4: 11:00 A.M. - 12:00 P.M.,1/17/2005,TRUE
24,4,6,Day 4: 12:00 P.M. - 1:00 P.M.,1/24/2005,TRUE
24,4,7,Day 4: 1:00 P.M. - 2:00 P.M.,1/31/2005,TRUE
24,4,8,Day 4: 2:00 P.M. - 3:00 P.M.,2/7/2005,TRUE
24,4,9,Day 4: 3:00 P.M. - 4:00 P.M.,2/14/2005,TRUE
24,4,10,Day 4: 4:00 P.M. - 5:00 P.M.,2/21/2005,TRUE
24,4,11,Day 4: 5:00 P.M. - 6:00 P.M.,2/28/2005,TRUE
24,4,12,Day 4: 6:00 P.M. - 7:00 P.M.,3/7/2005,TRUE
24,4,13,Day 4: 7:00 P.M. - 8:00 P.M.,3/14/2005,TRUE
24,4,14,Day 4: 8:00 P.M. - 9:00 P.M.,3/21/2005,TRUE
24,4,15,Day 4: 9:00 P.M. - 10:00 P.M.,3/28/2005,TRUE
24,4,16,Day 4: 10:00 P.M. - 11:00 P.M.,4/4/2005,TRUE
24,4,17,Day 4: 11:00 P.M. - 12:00 A.M.,4/11/2005,TRUE
24,4,18,Day 4: 12:00 A.M. - 1:00 A.M.,4/18/2005,TRUE
24,4,19,Day 4: 1:00 A.M. - 2:00 A.M.,4/25/2005,TRUE
24,4,20,Day 4: 2:00 A.M. - 3:00 A.M.,5/2/2005,TRUE
24,4,21,Day 4: 3:00 A.M. - 4:00 A.M.,5/9/2005,TRUE
24,4,22,Day 4: 4:00 A.M. - 5:00 A.M.,5/16/2005,TRUE
24,4,23,Day 4: 5:00 A.M. - 6:00 A.M.,5/23/2005,TRUE
24,4,24,Day 4: 6:00 A.M. - 7:00 A.M.,5/23/2005,TRUE
24,5,1,Day 5: 7:00 A.M. - 8:00 A.M.,1/15/2006,TRUE
24,5,2,Day 5: 8:00 A.M. - 9:00 A.M.,1/15/2006,TRUE
24,5,3,Day 5: 9:00 A.M. - 10:00 A.M.,1/16/2006,TRUE
24,5,4,Day 5: 10:00 A.M. - 11:00 A.M.,1/16/2006,TRUE
24,5,5,Day 5: 11:00 A.M. - 12:00 P.M.,1/23/2006,TRUE
24,5,6,Day 5: 12:00 P.M. - 1:00 P.M.,1/30/2006,TRUE
24,5,7,Day 5: 1:00 P.M. - 2:00 P.M.,2/6/2006,TRUE
24,5,8,Day 5: 2:00 P.M. - 3:00 P.M.,2/13/2006,TRUE
24,5,9,Day 5: 3:00 P.M. - 4:00 P.M.,2/20/2006,TRUE
24,5,10,Day 5: 4:00 P.M. - 5:00 P.M.,2/27/2006,TRUE
24,5,11,Day 5: 5:00 P.M. - 6:00 P.M.,3/6/2006,TRUE
24,5,12,Day 5: 6:00 P.M. - 7:00 P.M.,3/6/2006,TRUE
24,5,13,Day 5: 7:00 P.M. - 8:00 P.M.,3/13/2006,TRUE
24,5,14,Day 5: 8:00 P.M. - 9:00 P.M.,3/20/2006,TRUE
24,5,15,Day 5: 9:00 P.M. - 10:00 P.M.,3/27/2006,TRUE
24,5,16,Day 5: 10:00 P.M. - 11:00 P.M.,4/3/2006,TRUE
24,5,17,Day 5: 11:00 P.M. - 12:00 A.M.,4/10/2006,TRUE
24,5,18,Day 5: 12:00 A.M. - 1:00 A.M.,4/17/2006,TRUE
24,5,19,Day 5: 1:00 A.M. - 2:00 A.M.,4/24/2006,TRUE
24,5,20,Day 5: 2:00 A.M. - 3:00 A.M.,5/1/2006,TRUE
24,5,21,Day 5: 3:00 A.M. - 4:00 A.M.,5/8/2006,TRUE
24,5,22,Day 5: 4:00 A.M. - 5:00 A.M.,5/15/2006,TRUE
24,5,23,Day 5: 5:00 A.M. - 6:00 A.M.,5/22/2006,TRUE
24,5,24,Day 5: 6:00 A.M. - 7:00 A.M.,5/22/2006,TRUE
24,6,1,Day 6: 6:00 A.M. - 7:00 A.M.,1/14/2007,TRUE
24,6,2,Day 6: 7:00 A.M. - 8:00 A.M.,1/14/2007,TRUE
24,6,3,Day 6: 8:00 A.M. - 9:00 A.M.,1/15/2007,TRUE
24,6,4,Day 6: 9:00 A.M. - 10:00 A.M.,1/15/2007,TRUE
24,6,5,Day 6: 10:00 A.M. - 11:00 A.M.,1/22/2007,TRUE
24,6,6,Day 6: 11:00 A.M. - 12:00 P.M.,1/29/2007,TRUE
24,6,7,Day 6: 12:00 P.M. - 1:00 P.M.,2/5/2007,TRUE
24,6,8,Day 6: 1:00 P.M. - 2:00 P.M.,2/12/2007,TRUE
24,6,9,Day 6: 2:00 P.M. - 3:00 P.M.,2/12/2007,TRUE
24,6,10,Day 6: 3:00 P.M. - 4:00 P.M.,2/19/2007,TRUE
24,6,11,Day 6: 4:00 P.M. - 5:00 P.M.,2/26/2007,TRUE
24,6,12,Day 6: 5:00 P.M. - 6:00 P.M.,3/5/2007,TRUE
24,6,13,Day 6: 6:00 P.M. - 7:00 P.M.,3/12/2007,TRUE
24,6,14,Day 6: 7:00 P.M. - 8:00 P.M.,3/19/2007,TRUE
24,6,15,Day 6: 8:00 P.M. - 9:00 P.M.,3/26/2007,TRUE
24,6,16,Day 6: 9:00 P.M. - 10:00 P.M.,4/2/2007,TRUE
24,6,17,Day 6: 10:00 P.M. - 11:00 P.M.,4/9/2007,TRUE
24,6,18,Day 6: 11:00 P.M. - 12:00 A.M.,4/16/2007,TRUE
24,6,19,Day 6: 12:00 A.M. - 1:00 A.M.,4/23/2007,TRUE
24,6,20,Day 6: 1:00 A.M. - 2:00 A.M.,4/30/2007,TRUE
24,6,21,Day 6: 2:00 A.M. - 3:00 A.M.,5/7/2007,TRUE
24,6,22,Day 6: 3:00 A.M. - 4:00 A.M.,5/14/2007,TRUE
24,6,23,Day 6: 4:00 A.M. - 5:00 A.M.,5/21/2007,TRUE
24,6,24,Day 6: 5:00 A.M. - 6:00 A.M.,5/21/2007,TRUE
24,7,1,Day 7: 8:00 A.M. - 9:00 A.M.,1/11/2009,TRUE
24,7,2,Day 7: 9:00 A.M. - 10:00 A.M.,1/11/2009,TRUE
24,7,3,Day 7: 10:00 A.M. - 11:00 A.M.,1/12/2009,TRUE
24,7,4,Day 7: 11:00 A.M. - 12:00 P.M.,1/12/2009,TRUE
24,7,5,Day 7: 12:00 P.M. - 1:00 P.M.,1/19/2009,TRUE
24,7,6,Day 7: 1:00 P.M. - 2:00 P.M.,1/26/2009,TRUE
24,7,7,Day 7: 2:00 P.M. - 3:00 P.M.,2/2/2009,TRUE
24,7,8,Day 7: 3:00 P.M. - 4:00 P.M.,2/9/2009,TRUE
24,7,9,Day 7: 4:00 P.M. - 5:00 P.M.,2/16/2009,TRUE
24,7,10,Day 7: 5:00 P.M. - 6:00 P.M.,2/23/2009,TRUE
24,7,11,Day 7: 6:00 P.M. - 7:00 P.M.,3/2/2009,TRUE
24,7,12,Day 7: 7:00 P.M. - 8:00 P.M.,3/2/2009,TRUE
24,7,13,Day 7: 8:00 P.M. - 9:00 P.M.,3/9/2009,TRUE
24,7,14,Day 7: 9:00 P.M. - 10:00 P.M.,3/16/2009,TRUE
24,7,15,Day 7: 10:00 P.M. - 11:00 P.M.,3/23/2009,TRUE
24,7,16,Day 7: 11:00 P.M. - 12:00 A.M.,3/30/2009,TRUE
24,7,17,Day 7: 12:00 A.M. - 1:00 A.M.,4/6/2009,TRUE
24,7,18,Day 7: 1:00 A.M. - 2:00 A.M.,4/13/2009,TRUE
24,7,19,Day 7: 2:00 A.M. - 3:00 A.M.,4/20/2009,TRUE
24,7,20,Day 7: 3:00 A.M. - 4:00 A.M.,4/27/2009,TRUE
24,7,21,Day 7: 4:00 A.M. - 5:00 A.M.,5/4/2009,TRUE
24,7,22,Day 7: 5:00 A.M. - 6:00 A.M.,5/11/2009,TRUE
24,7,23,Day 7: 6:00 A.M. - 7:00 A.M.,5/18/2009,TRUE
24,7,24,Day 7: 7:00 A.M. - 8:00 A.M.,5/18/2009,TRUE
24,8,1,Day 8: 4:00 P.M. - 5:00 P.M.,1/17/2010,TRUE
24,8,2,Day 8: 5:00 P.M. - 6:00 P.M.,1/17/2010,TRUE
24,8,3,Day 8: 6:00 P.M. - 7:00 P.M.,1/18/2010,TRUE
24,8,4,Day 8: 7:00 P.M. - 8:00 P.M.,1/18/2010,TRUE
24,8,5,Day 8: 8:00 P.M. - 9:00 P.M.,1/25/2010,TRUE
24,8,6,Day 8: 9:00 P.M. - 10:00 P.M.,2/1/2010,TRUE
24,8,7,Day 8: 10:00 P.M. - 11:00 P.M.,2/8/2010,TRUE
24,8,8,Day 8: 11:00 P.M. - 12:00 A.M.,2/15/2010,TRUE
24,8,9,Day 8: 12:00 A.M. - 1:00 A.M.,2/22/2010,TRUE
24,8,10,Day 8: 1:00 A.M. - 2:00 A.M.,3/1/2010,TRUE
24,8,11,Day 8: 2:00 A.M. - 3:00 A.M.,3/8/2010,TRUE
24,8,12,Day 8: 3:00 A.M. - 4:00 A.M.,3/15/2010,TRUE
24,8,13,Day 8: 4:00 A.M. - 5:00 A.M.,3/22/2010,TRUE
24,8,14,Day 8: 5:00 A.M. - 6:00 A.M.,3/29/2010,TRUE
24,8,15,Day 8: 6:00 A.M. - 7:00 A.M.,4/5/2010,TRUE
24,8,16,Day 8: 7:00 A.M. - 8:00 A.M.,4/5/2010,TRUE
24,8,17,Day 8: 8:00 A.M. - 9:00 A.M.,4/12/2010,TRUE
24,8,18,Day 8: 9:00 A.M. - 10:00 A.M.,4/19/2010,TRUE
24,8,19,Day 8: 10:00 A.M. - 11:00 A.M.,4/26/2010,TRUE
24,8,20,Day 8: 11:00 A.M. - 12:00 P.M.,5/3/2010,TRUE
24,8,21,Day 8: 12:00 P.M. - 1:00 P.M.,5/10/2010,TRUE
24,8,22,Day 8: 1:00 P.M. - 2:00 P.M.,5/17/2010,TRUE
24,8,23,Day 8: 2:00 P.M. - 3:00 P.M.,5/24/2010,TRUE
24,8,24,Day 8: 3:00 P.M. - 4:00 P.M.,5/24/2010,TRUE
24,9,1,Day 9: 11:00 A.M. - 12:00 P.M.,5/5/2014,TRUE
24,9,2,Day 9: 12:00 P.M. - 1:00 P.M.,5/5/2014,TRUE
24,9,3,Day 9: 1:00 P.M. - 2:00 P.M.,5/12/2014,TRUE
24,9,4,Day 9: 2:00 P.M. - 3:00 P.M.,5/19/2014,TRUE
24,9,5,Day 9: 3:00 P.M. - 4:00 P.M.,5/26/2014,TRUE
24,9,6,Day 9: 4:00 P.M. - 5:00 P.M.,6/2/2014,TRUE
24,9,7,Day 9: 5:00 P.M. - 6:00 P.M.,6/9/2014,TRUE
24,9,8,Day 9: 6:00 P.M. - 7:00 P.M.,6/16/2014,TRUE
24,9,9,Day 9: 7:00 P.M. - 8:00 P.M.,6/23/2014,TRUE
24,9,10,Day 9: 8:00 P.M. - 9:00 P.M.,6/30/2014,TRUE
24,9,11,Day 9: 9:00 P.M. - 10:00 P.M.,7/7/2014,TRUE
24,9,12,Day 9: 10:00 P.M. - 11:00 A.M.,7/14/2014,TRUE
A Gentleman in Moscow,1,1,A Master of Circumstance,3/29/2024,TRUE
A Gentleman in Moscow,1,2,An Invitation,4/5/2024,TRUE
A Gentleman in Moscow,1,3,The Last Rostov,4/12/2024,TRUE
A Gentleman in Moscow,1,4,Good Times,4/19/2024,TRUE
A Gentleman in Moscow,1,5,An Arrival,4/26/2024,TRUE
A Gentleman in Moscow,1,6,The Fall,5/3/2024,TRUE
A Gentleman in Moscow,1,7,An Assembly,5/10/2024,TRUE
A Gentleman in Moscow,1,8,Adieu,5/17/2024,TRUE
Adventure Time,1,1,Slumber Party Panic,4/5/2010,TRUE
Adventure Time,1,2,Trouble in Lumpy Space,4/5/2010,TRUE
Adventure Time,1,3,Prisoners of Love,4/12/2010,TRUE
Adventure Time,1,4,Tree Trunks,4/12/2010,TRUE
Adventure Time,1,5,The Enchiridion!,4/19/2010,TRUE
Adventure Time,1,6,The Jiggler,4/19/2010,TRUE
Adventure Time,1,7,Ricardio the Heart Guy,4/26/2010,TRUE
Adventure Time,1,8,Business Time,4/26/2010,TRUE
Adventure Time,1,9,My Two Favorite People,5/3/2010,TRUE
Adventure Time,1,10,Memories of Boom Boom Mountain,5/3/2010,TRUE
Adventure Time,1,11,Wizard,5/10/2010,TRUE
Adventure Time,1,12,Evicted!,5/17/2010,TRUE
Adventure Time,1,13,City of Thieves,5/24/2010,TRUE
Adventure Time,1,14,The Witch's Garden,6/7/2010,TRUE
Adventure Time,1,15,What is Life?,6/14/2010,TRUE
Adventure Time,1,16,Ocean of Fear,6/21/2010,TRUE
Adventure Time,1,17,When Wedding Bells Thaw,6/28/2010,TRUE
Adventure Time,1,18,Dungeon,7/12/2010,TRUE
Adventure Time,1,19,The Duke,7/19/2010,TRUE
Adventure Time,1,20,Freak City,7/26/2010,TRUE
Adventure Time,1,21,Donny,8/9/2010,TRUE
Adventure Time,1,22,Henchman,8/23/2010,TRUE
Adventure Time,1,23,Rainy Day Daydream,9/6/2010,TRUE
Adventure Time,1,24,What Have You Done?,9/13/2010,TRUE
Adventure Time,1,25,His Hero,9/20/2010,TRUE
Adventure Time,1,26,Gut Grinder,9/27/2010,TRUE
Adventure Time,2,1,It Came from the Nightosphere,10/11/2010,TRUE
Adventure Time,2,2,The Eyes,10/18/2010,TRUE
Adventure Time,2,3,Loyalty to the King,10/25/2010,TRUE
Adventure Time,2,4,Blood Under the Skin,11/1/2010,TRUE
Adventure Time,2,5,Storytelling,11/8/2010,TRUE
Adventure Time,2,6,Slow Love,11/15/2010,TRUE
Adventure Time,2,7,Power Animal,11/22/2010,TRUE
Adventure Time,2,8,Crystals Have Power,11/29/2010,TRUE
Adventure Time,2,9,The Other Tarts,1/3/2011,TRUE
Adventure Time,2,10,To Cut a Woman's Hair,1/10/2011,TRUE
Adventure Time,2,11,The Chamber of Frozen Blades,1/17/2011,TRUE
Adventure Time,2,12,Her Parents,1/24/2011,TRUE
Adventure Time,2,13,The Pods,1/31/2011,TRUE
Adventure Time,2,14,The Silent King,2/6/2011,TRUE
Adventure Time,2,15,The Real You,2/14/2011,TRUE
Adventure Time,2,16,Guardians of Sunshine,2/21/2011,TRUE
Adventure Time,2,17,Death in Bloom,2/28/2011,TRUE
Adventure Time,2,18,Susan Strong,3/7/2011,TRUE
Adventure Time,2,19,Mystery Train,3/14/2011,TRUE
Adventure Time,2,20,Go with Me,3/28/2011,TRUE
Adventure Time,2,21,Belly of the Beast,4/4/2011,TRUE
Adventure Time,2,22,The Limit,4/11/2011,TRUE
Adventure Time,2,23,Videomakers,4/18/2011,TRUE
Adventure Time,2,24,Mortal Folly,5/2/2011,TRUE
Adventure Time,2,25,Mortal Recoil,5/2/2011,TRUE
Adventure Time,2,26,Heat Signature,5/9/2011,TRUE
Adventure Time,3,1,Conquest of Cuteness,7/11/2011,TRUE
Adventure Time,3,2,Morituri te Salutamus,7/18/2011,TRUE
Adventure Time,3,3,Memory of a Memory,7/25/2011,TRUE
Adventure Time,3,4,Hitman,8/1/2011,TRUE
Adventure Time,3,5,Too Young,8/8/2011,TRUE
Adventure Time,3,6,The Monster,8/15/2011,TRUE
Adventure Time,3,7,Still,8/22/2011,TRUE
Adventure Time,3,8,Wizard Battle,8/29/2011,TRUE
Adventure Time,3,9,Fionna and Cake,9/5/2011,TRUE
Adventure Time,3,10,What Was Missing,9/26/2011,TRUE
Adventure Time,3,11,Apple Thief,10/3/2011,TRUE
Adventure Time,3,12,The Creeps,10/17/2011,TRUE
Adventure Time,3,13,From Bad to Worse,10/24/2011,TRUE
Adventure Time,3,14,Beautopia,11/7/2011,TRUE
Adventure Time,3,15,No One Can Hear You,11/14/2011,TRUE
Adventure Time,3,16,Jake vs. Me-Mow,11/21/2011,TRUE
Adventure Time,3,17,Thank You,11/23/2011,TRUE
Adventure Time,3,18,The New Frontier,11/28/2011,TRUE
Adventure Time,3,19,Holly Jolly Secrets (1),12/5/2011,TRUE
Adventure Time,3,20,Holly Jolly Secrets (2),12/5/2011,TRUE
Adventure Time,3,21,Marceline's Closet,12/12/2011,TRUE
Adventure Time,3,22,Paper Pete,1/16/2012,TRUE
Adventure Time,3,23,Another Way,1/23/2012,TRUE
Adventure Time,3,24,Ghost Princess,1/30/2012,TRUE
Adventure Time,3,25,Dad's Dungeon,2/6/2012,TRUE
Adventure Time,3,26,Incendium,2/13/2012,TRUE
Adventure Time,4,1,Hot to the Touch,4/3/2012,TRUE
Adventure Time,4,2,Five Short Graybles,4/9/2012,TRUE
Adventure Time,4,3,Web Weirdos,4/16/2012,TRUE
Adventure Time,4,4,Dream of Love,4/23/2012,TRUE
Adventure Time,4,5,Return to the Nightosphere,4/30/2012,TRUE
Adventure Time,4,6,Daddy's Little Monster,4/30/2012,TRUE
Adventure Time,4,7,In Your Footsteps,5/7/2012,TRUE
Adventure Time,4,8,Hug Wolf,5/14/2012,TRUE
Adventure Time,4,9,Princess Monster Wife,5/28/2012,TRUE
Adventure Time,4,10,Goliad,6/4/2012,TRUE
Adventure Time,4,11,Beyond This Earthly Realm,6/11/2012,TRUE
Adventure Time,4,12,Gotcha!,6/18/2012,TRUE
Adventure Time,4,13,Princess Cookie,6/25/2012,TRUE
Adventure Time,4,14,Card Wars,7/16/2012,TRUE
Adventure Time,4,15,Sons of Mars,7/23/2012,TRUE
Adventure Time,4,16,Burning Low,7/30/2012,TRUE
Adventure Time,4,17,BMO Noire,8/6/2012,TRUE
Adventure Time,4,18,King Worm,8/13/2012,TRUE
Adventure Time,4,19,Lady & Peebles,8/20/2012,TRUE
Adventure Time,4,20,You Made Me,8/27/2012,TRUE
Adventure Time,4,21,Who Would Win,9/3/2012,TRUE
Adventure Time,4,22,Ignition Point,9/17/2012,TRUE
Adventure Time,4,23,The Hard Easy,10/1/2012,TRUE
Adventure Time,4,24,Reign of Gunters,10/8/2012,TRUE
Adventure Time,4,25,I Remember You,10/15/2012,TRUE
Adventure Time,4,26,The Lich,10/22/2012,TRUE
Adventure Time,5,1,Finn the Human,11/12/2012,TRUE
Adventure Time,5,2,Jake the Dog,11/12/2012,TRUE
Adventure Time,5,3,Five More Short Graybles,11/19/2012,TRUE
Adventure Time,5,4,Up a Tree,11/26/2012,TRUE
Adventure Time,5,5,All the Little People,12/3/2012,TRUE
Adventure Time,5,6,Jake the Dad,1/7/2013,TRUE
Adventure Time,5,7,Davey,1/14/2013,TRUE
Adventure Time,5,8,Mystery Dungeon,1/21/2013,TRUE
Adventure Time,5,9,All Your Fault,1/28/2013,TRUE
Adventure Time,5,10,Little Dude,2/4/2013,TRUE
Adventure Time,5,11,Bad Little Boy,2/18/2013,TRUE
Adventure Time,5,12,Vault of Bones,2/25/2013,TRUE
Adventure Time,5,13,The Great Bird Man,3/4/2013,TRUE
Adventure Time,5,14,Simon & Marcy,3/25/2013,TRUE
Adventure Time,5,15,A Glitch is a Glitch,4/1/2013,TRUE
Adventure Time,5,16,Puhoy,4/8/2013,TRUE
Adventure Time,5,17,BMO Lost,4/15/2013,TRUE
Adventure Time,5,18,Princess Potluck,4/22/2013,TRUE
Adventure Time,5,19,James Baxter the Horse,5/6/2013,TRUE
Adventure Time,5,20,Shh!,5/13/2013,TRUE
Adventure Time,5,21,The Suitor,5/20/2013,TRUE
Adventure Time,5,22,The Party's Over Isla de Señorita,5/27/2013,TRUE
Adventure Time,5,23,One Last Job,6/10/2013,TRUE
Adventure Time,5,24,Another Five More Short Graybles,6/17/2013,TRUE
Adventure Time,5,25,Candy Streets,6/24/2013,TRUE
Adventure Time,5,26,Wizards Only Fools,7/1/2013,TRUE
Adventure Time,5,27,Jake Suit,7/15/2013,TRUE
Adventure Time,5,28,Be More,7/22/2013,TRUE
Adventure Time,5,29,Sky Witch,7/29/2013,TRUE
Adventure Time,5,30,Frost & Fire,8/5/2013,TRUE
Adventure Time,5,31,Too Old,8/12/2013,TRUE
Adventure Time,5,32,Earth & Water,9/2/2013,TRUE
Adventure Time,5,33,Time Sandwich,9/9/2013,TRUE
Adventure Time,5,34,The Vault,9/16/2013,TRUE
Adventure Time,5,35,Love Games,9/23/2013,TRUE
Adventure Time,5,36,Dungeon Train,9/30/2013,TRUE
Adventure Time,5,37,Box Prince,10/7/2013,TRUE
Adventure Time,5,38,Red Starved,10/14/2013,TRUE
Adventure Time,5,39,We Fixed a Truck,10/21/2013,TRUE
Adventure Time,5,40,Play Date,11/4/2013,TRUE
Adventure Time,5,41,The Pit,11/18/2013,TRUE
Adventure Time,5,42,James,11/25/2013,TRUE
Adventure Time,5,43,Root Beer Guy,12/2/2013,TRUE
Adventure Time,5,44,Apple Wedding,1/13/2014,TRUE
Adventure Time,5,45,Blade of Grass,1/20/2014,TRUE
Adventure Time,5,46,Rattleballs,1/27/2014,TRUE
Adventure Time,5,47,The Red Throne,2/10/2014,TRUE
Adventure Time,5,48,Betty,2/24/2014,TRUE
Adventure Time,5,49,Bad Timing,3/3/2014,TRUE
Adventure Time,5,50,Lemonhope (1),3/10/2014,TRUE
Adventure Time,5,51,Lemonhope (2),3/10/2014,TRUE
Adventure Time,5,52,Billy's Bucket List,3/17/2014,TRUE
Adventure Time,6,1,Wake Up,4/21/2014,TRUE
Adventure Time,6,2,Escape From the Citadel,4/21/2014,TRUE
Adventure Time,6,3,James II,4/28/2014,TRUE
